gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	projectTitle	projectID	fundingAttribution	fundingAttributionID	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
1660906945					17/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001226	001226		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	San Rafael		Dique El Nihuil																																																								3/6/76												Falco sparverius								Animalia	Chordata	Aves	Falconiformes		Falconidae				Falco				sparverius	subspecies		cinamomminus							
1660906944					30/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001242	001242		Julio Rafael Contreras Roqué																																																																	Argentina		San Juan	Jáchal		El trapiche																																																								2/11/76												Turdus chiguanco								Animalia	Chordata	Aves	Passeriformes		Turdidae				Turdus				chiguanco			N/A							
1660906943					07/10/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001310	001310		Julio Rafael Contreras Roqué																																																																	Argentina		San Luis	Capital		Cercanías aeropuerto																																																								7/20/76												Diuca diuca								Animalia	Chordata	Aves	Passeriformes		Thraupidae				Diuca				diuca	subspecies		minor							
1660906942					30/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001297	001297		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	San Rafael		El Nihuil																																																								3/6/79												Larus pipixcan								Animalia	Chordata	Aves	Charadriiformes		Laridae				Larus				pipixcan			N/A							
1660906941					01/10/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001266	001266		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Capital		Dique papagallos																																																								11/1/74												Elaenia albiceps								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Elaenia				albiceps			N/A							
1660906940					01/10/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001265	001265		Julio Rafael Contreras Roqué																																																																	Argentina		Neuquén	Collón Curá		10 km al NE de Jañicó																																																								12/2/73												Anthus								Animalia	Chordata	Aves	Passeriformes		Motacillidae				Anthus				N/A			N/A							
1660906939					07/10/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001296	001296		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Las Heras		Quebrada del Toro																																																								2/15/75												Phrygilus fruticeti								Animalia	Chordata	Aves	Passeriformes		Thraupidae				Phrygilus				fruticeti			N/A							
1660906938					30/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001264	001264		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Las Heras		EL Hornillo, Sa. De Uspallata																																																								5/20/75												Geositta rufipennis								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Geositta				rufipennis			N/A							
1660906937					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001195	001195		Julio Rafael Contreras Roqué																																																																	Argentina		San Juan	Jáchal		El Chepical, Valle del río Gualcamayo																																																								2/6/75												Knipolegus aterrimus								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Knipolegus				aterrimus			N/A							
1660906936					29/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001219	001219		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	General Roca		Cinco Saltos																																																								3/8/74												Pseudoseisura gutturalis								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Pseudoseisura				gutturalis			N/A							
1660906935					30/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001248	001248		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Capital		7km W puesto Lima																																																								12/1/74												Knipolegus aterrimus								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Knipolegus				aterrimus			N/A							
1660906934					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001199	001199		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Lavalle		20 km al W de San José																																																								12/25/74												Pseudoseisura gutturalis								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Pseudoseisura				gutturalis			N/A							
1660906933					05/10/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001277	001277		C. Suzarte																																																																	Argentina		Mendoza	Maipú		Fray Luis Beltrán																																																								6/15/76												Mimus patagonicus								Animalia	Chordata	Aves	Passeriformes		Mimidae				Mimus				patagonicus			N/A							
1660906932					30/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001254	001254		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Luján de Cuyo		Pto. Jarilla																																																								12/7/74												Elaenia albiceps								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Elaenia				albiceps			N/A							
1660906931					01/10/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001268	001268		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Las Heras		El Salto, paramillo de Uspallata																																																								2/8/75												Asthenes baeri								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Asthenes				baeri			N/A							
1660906930					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001203	001203		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Las Heras		Pampa del Leñero																																																								4/12/75												Agriornis micropterus								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Agriornis				micropterus			N/A							
1660906929					30/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001258	001258		Julio Rafael Contreras Roqué																																																																	Argentina		San Juan	Jáchal		El Chepical, Valle del río Gualcamayo																																																								2/9/76												Muscisaxicola maculirostris								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Muscisaxicola				maculirostris			N/A							
1660906928					29/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001231	001231		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		C° Carbón, Ayo. Bernal  12km E lago N. Huapi																																																								4/27/74												Geositta rufipennis								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Geositta				rufipennis	subspecies		giaii							
1660906927					29/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001232	001232		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		C° Carbón, Ayo. Bernal  20km E lago N. Huapi																																																								3/2/74												Agriornis lividus								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Agriornis				lividus	subspecies		fortis							
1660906926					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001201	001201		Julio Rafael Contreras Roqué																																																																	Argentina		San Juan	Jáchal		El Chepical, Valle del río Gualcamayo																																																								2/10/76												Pseudocolopteryx flaviventris								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Pseudocolopteryx				flaviventris			N/A							
1660906925					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001213	001213		Julio Rafael Contreras Roqué																																																																	Argentina		San Juan	Jáchal		El Chepical, Valle del río Gualcamayo																																																								2/9/76												Muscisaxicola maculirostris								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Muscisaxicola				maculirostris			N/A							
1660906924					29/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001225	001225		Julio Rafael Contreras Roqué																																																																	Argentina		San Juan	Jáchal		El Salto- Cuesta de Panacán																																																								2/5/76												Turdus chiguanco								Animalia	Chordata	Aves	Passeriformes		Turdidae				Turdus				chiguanco			N/A							
1660906923					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001212	001212		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Las Heras		Quebrada de las lajas																																																								1/24/75												Knipolegus aterrimus								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Knipolegus				aterrimus			N/A							
1660906922					30/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001260	001260		Julio Rafael Contreras Roqué																																																																	Argentina		Chubut	Biedma		pto. Lobos																																																								1/13/74												Pygochelidon cyanoleuca								Animalia	Chordata	Aves	Passeriformes		Hirundinidae				Pygochelidon				cyanoleuca			N/A							
1660906921					29/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001217	001217		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	San Rafael		Laguna El Sosneado																																																								3/7/76												Upucerthia								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Upucerthia				N/A			N/A							
1660906920					29/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001236	001236		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Santa Rosa		ñacuñán																																																								8/15/74												Cranioleuca pyrrhopia								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Cranioleuca				pyrrhopia	subspecies		pyrrhopia							
1660906919					05/10/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001284	001284		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Lavalle		8km al S de Asunci{on																																																								8/25/74												Stigmatura budytoides								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Stigmatura				budytoides			N/A							
1660906918					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001205	001205		Julio Rafael Contreras Roqué																																																																	Argentina		San Juan	Jáchal		El Chepical, Valle del río Gualcamayo																																																								2/9/76												Muscisaxicola maculirostris								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Muscisaxicola				maculirostris			N/A							
1660906917					29/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001239	001239		Julio Rafael Contreras Roqué																																																																	Argentina		San Juan	Jáchal		El Barrealito, Pampa de Panacán																																																								2/11/76												Muscisaxicola maculirostris								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Muscisaxicola				maculirostris			N/A							
1660906916					01/10/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001272	001272		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	25 de Mayo		5km al W de los menucos																																																								12/30/73												Geositta cunicularia								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Geositta				cunicularia			N/A							
1660906915					29/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001240	001240		Julio Rafael Contreras Roqué																																																																	Argentina		Neuquén	Los Lagos		Pto. Americano Ea. Tequel malal, N. Huapi																																																								2/23/74												Asthenes pyrrholeuca								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Asthenes				pyrrholeuca			N/A							
1660906914					30/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001243	001243		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	San Rafael		Laguna El Sosneado																																																								3/7/76												Cinclodes oustaleti								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Cinclodes				oustaleti	subspecies		oustaleti							
1660906913					29/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001229	001229		Julio Rafael Contreras Roqué																																																																	Argentina		Neuquén	Los Lagos		Ea. Tequel malal, N. Huapi																																																								2/11/74												Asthenes pyrrholeuca								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Asthenes				pyrrholeuca			N/A							
1660906912					25/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001174	001174		A Saavedra																																																																	Argentina		La Pampa	Loventué		Ea. La Elisa																																																								7/22/75												Agriornis micropterus								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Agriornis				micropterus			N/A							
1660906911					01/10/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001271	001271		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Pilcaniyeu		Río pichileufu-paso los molles																																																								11/7/73												Geositta cunicularia								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Geositta				cunicularia			N/A							
1660906910					29/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001223	001223		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Lavalle		5 km al S de Asunción																																																								8/25/74												Geositta cunicularia								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Geositta				cunicularia			N/A							
1660906909					30/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001241	001241		Julio Rafael Contreras Roqué																																																																	Argentina		Neuquén	Los Lagos		NE Is Victoria																																																								10/16/72												Elaenia albiceps								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Elaenia				albiceps			N/A							
1660906908					30/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001252	001252		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Las Heras		Quebrada de las lajas																																																								1/24/75												Stigmatura budytoides								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Stigmatura				budytoides			N/A							
1660906907					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001194	001194		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	San Rafael		Laguna El Sosneado																																																								3/7/76												Upucerthia								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Upucerthia				N/A			N/A							
1660906906					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001206	001206		Julio Rafael Contreras Roqué																																																																	Argentina		San Juan	Jáchal		El Salto- Cuesta de Panacán																																																								2/4/76												Geositta rufipennis								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Geositta				rufipennis			N/A							
1660906905					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001178	001178		Julio Rafael Contreras Roqué																																																																	Argentina		Neuquén	Los Lagos		Laguna Redonda, Is. Victoria																																																								10/15/72												Hellmayrea albogularis								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Hellmayrea				albogularis			N/A							
1660906904					29/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001235	001235		Julio Rafael Contreras Roqué																																																																	Argentina		Neuquén	Collón Curá		C° Piñon, Va. Collon Cura																																																								2/17/74												Pygochelidon cyanoleuca								Animalia	Chordata	Aves	Passeriformes		Hirundinidae				Pygochelidon				cyanoleuca			N/A							
1660906903					25/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001170	001170		Julio Rafael Contreras Roqué																																																																	Argentina		Neuquén	Los Lagos		Pto. Radal Is. Victoria																																																								9/24/72												Hellmayrea albogularis								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Hellmayrea				albogularis			N/A							
1660906902					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001188	001188		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Bariloche		Ayo. Bernal- 9km del lago N Huapi																																																								5/27/74												Aphastura spinicauda								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Aphastura				spinicauda			N/A							
1660906901					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001187	001187		Julio Rafael Contreras Roqué																																																																	Argentina		San Juan	Jáchal		El Chepical, Valle del río Gualcamayo																																																								2/10/76												Phrygilus fruticeti								Animalia	Chordata	Aves	Passeriformes		Thraupidae				Phrygilus				fruticeti			N/A							
1660906900					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001207	001207		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	San Rafael		Cuesta del Ternero sobre ruta 144																																																								3/6/76												Psilopsiagon aymara								Animalia	Chordata	Aves	Psittaciformes		Psittacidae				Psilopsiagon				aymara			N/A							
1660906899					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001200	001200		Julio Rafael Contreras Roqué																																																																	Argentina		Río Negro	Pilcaniyeu		34 km al E de Comallo																																																								12/28/73												Lessonia rufa								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Lessonia				rufa			N/A							
1660906898					30/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001259	001259		Julio Rafael Contreras Roqué																																																																	Argentina		San Juan	Jáchal		El Chepical, Valle del río Gualcamayo																																																								2/6/76												Muscisaxicola maculirostris								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Muscisaxicola				maculirostris			N/A							
1660906897					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001211	001211		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Guaymallén		El Sauce- Bermejo																																																								3/19/75												Pyrocephalus rubinus								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Pyrocephalus				rubinus			N/A							
1660906896					25/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001176	001176		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Las Heras		Pampa del Leñero																																																								4/12/75												Pseudoseisura gutturalis								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Pseudoseisura				gutturalis			N/A							
1660906895					29/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001233	001233		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Santa Rosa		ñacuñán																																																								10/9/74												Alopochelidon fucata								Animalia	Chordata	Aves	Passeriformes		Hirundinidae				Alopochelidon				fucata			N/A							
1660906894					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001192	001192		Julio Rafael Contreras Roqué																																																																	Argentina		San Juan	Jáchal		El Chepical, Valle del río Gualcamayo																																																								2/11/76												Upucerthia								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Upucerthia				N/A			N/A							
1660906893					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001180	001180		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Guaymallén		El Sauce- Bermejo																																																								3/19/75												Tyrannus melancholicus								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Tyrannus				melancholicus			N/A							
1660906892					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001214	001214		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Luján de Cuyo		Extremo sur de la Sierra de cacheuta																																																								4/5/75												Stigmatura budytoides								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Stigmatura				budytoides			N/A							
1660906891					29/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001218	001218		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	San Rafael		Laguna El Sosneado																																																								3/7/76												Muscisaxicola albilora								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Muscisaxicola				albilora			N/A							
1660906890					29/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001227	001227		Julio Rafael Contreras Roqué																																																																	Argentina		San Juan	Jáchal		El Chepical, Valle del río Gualcamayo																																																								2/10/76												Pygochelidon cyanoleuca								Animalia	Chordata	Aves	Passeriformes		Hirundinidae				Pygochelidon				cyanoleuca			N/A							
1660906889					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001215	001215		Julio Rafael Contreras Roqué																																																																	Argentina		Neuquén	Collón Curá		Collón Curá																																																								2/4/73												Asthenes pyrrholeuca								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Asthenes				pyrrholeuca			N/A							
1660906888					25/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001163	001163		Julio Rafael Contreras Roqué																																																																	Argentina		San Juan	Jáchal		El Chepical, Valle del río Gualcamayo																																																								2/9/76												Muscisaxicola maculirostris								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Muscisaxicola				maculirostris			N/A							
1660906887					30/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001246	001246		Julio Rafael Contreras Roqué																																																																	Argentina		San Juan	Jáchal		El trapiche																																																								2/11/76												Zonotrichia capensis								Animalia	Chordata	Aves	Passeriformes		Emberizidae				Zonotrichia				capensis			N/A							
1660906886					30/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001247	001247		Julio Rafael Contreras Roqué																																																																	Argentina		San Juan	Jáchal		El Salto- Cuesta de Panacán																																																								2/5/76												Sporagra								Animalia	Chordata	Aves	Passeriformes		Fringillidae				Sporagra				N/A			N/A							
1660906885					23/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001145	001145		Andrés Gaspar Giai																																																																	Argentina		Neuquén	Los Lagos		Pto. Lavalle, Is Victoria																																																								3/8/72												Elaenia albiceps								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Elaenia				albiceps			N/A							
1660906884					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001216	001216		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Capital		Puesto Lima Dique Papagayos																																																								5/21/75												Tarphonomus certhioides								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Tarphonomus				certhioides			N/A							
1660906883					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001198	001198		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	San Rafael		Laguna El Sosneado																																																								3/7/76												Hymenops perspicillatus								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Hymenops				perspicillatus			N/A							
1660906882					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001204	001204		Julio Rafael Contreras Roqué																																																																	Argentina		San Juan	Jáchal		Pampa de Panacán, El Barrealito																																																								2/5/75												Geositta rufipennis								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Geositta				rufipennis			N/A							
1660906881					23/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001153	001153		Julio Rafael Contreras Roqué																																																																	Argentina		San Juan	Jáchal		El Chepical, Valle del río Gualcamayo																																																								2/11/76												Upucerthia								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Upucerthia				N/A			N/A							
1660906880					25/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001162	001162		Julio Rafael Contreras Roqué																																																																	Argentina		Neuquén	Collón Curá		Collón Curá																																																								11/20/73												Hymenops perspicillatus								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Hymenops				perspicillatus			N/A							
1660906879					25/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001169	001169		Julio Rafael Contreras Roqué																																																																	Argentina		San Juan	Jáchal		Cuesta de Panacán, El salto																																																								2/4/76												Elaenia albiceps								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Elaenia				albiceps			N/A							
1660906878					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001181	001181		Julio Rafael Contreras Roqué																																																																	Argentina		San Juan	Jáchal		El Salto- Cuesta de Panacán																																																								2/4/76												Ochetorhynchus ruficaudus								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Ochetorrhynchus				ruficaudus			N/A							
1660906877					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001210	001210		Julio Rafael Contreras Roqué																																																																	Argentina		San Juan	Jáchal		El Barrealito, Pampa de Panacán																																																								2/10/76												Asthenes steinbachi								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Asthenes				steinbachi			N/A							
1660906876					29/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001234	001234		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Santa Rosa		ñacuñán																																																								10/10/74												Alopochelidon fucata								Animalia	Chordata	Aves	Passeriformes		Hirundinidae				Alopochelidon				fucata			N/A							
1660906875					25/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001175	001175		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Capital		Pto. Chambón																																																								6/14/75												Sturnella militaris								Animalia	Chordata	Aves	Passeriformes		Icteridae				Sturnella				militaris			N/A							
1660906874					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001182	001182		Julio Rafael Contreras Roqué																																																																	Argentina		San Juan	Jáchal		Pto. El Pocito, Cerro Madrid																																																								2/7/76												Muscisaxicola maculirostris								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Muscisaxicola				maculirostris			N/A							
1660906873					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001189	001189		Julio Rafael Contreras Roqué																																																																	Argentina		La Pampa	Loventué		Lote 25																																																								7/24/75												Agriornis								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Agriornis				N/A			N/A							
1660906872					23/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001149	001149		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Santa Rosa		ñacuñán																																																								10/9/74												Poospiza torquata								Animalia	Chordata	Aves	Passeriformes		Thraupidae				Poospiza				torquata			N/A							
1660906871					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001186	001186		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	San Rafael		Laguna El Sosneado																																																								3/7/76												Muscisaxicola albilora								Animalia	Chordata	Aves	Passeriformes		Tyrannidae				Muscisaxicola				albilora			N/A							
1660906870					23/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001151	001151		Luis F. Giménez																																																																	Argentina		San Luis	Belgrano		Toro Negro, Va. Gral Roca																																																								7/24/75												Lophospingus pusillus								Animalia	Chordata	Aves	Passeriformes		Thraupidae				Lophospingus				pusillus			N/A							
1660906869					28/09/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:001190	001190		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Maipú		Rio Tunuyan, Medrano																																																								11/23/74												Enbernagra platensis								Animalia	Chordata	Aves	Passeriformes		Thraupidae				Embernagra				platensis			N/A							
