gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	projectTitle	projectID	fundingAttribution	fundingAttributionID	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
1660908055					19/05/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006861	006861		R.G. Spurr																																																																	Argentina		Río Negro	Pilcaniyeu		Lago Los Juncos, Est. Perito Moreno 900m																																																								11/11/84												Chloephaga picta								Animalia	Chordata	Aves	Anseriformes		Anatidae				Chloephaga				picta			N/A							
1660908054					09/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006869	006869		Miguel I. Christie																																																																	Argentina		Río Negro	General Roca		Villa Regina Ruta Nac.22																																																								4/21/80												Pardirallus sanguinolentus								Animalia	Chordata	Aves	Gruiformes		Rallidae				Pardirallus				sanguinolentus			N/A							
1660908053					23/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006850	006850		R. Spurr																																																																	Argentina		Río Negro	Bariloche		Lago Nahuel Huapi																																																								3/20/84												Milvago chimango								Animalia	Chordata	Aves	Falconiformes		Falconidae				Milvago				chimango			N/A							
1660908052					30/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006863	006863		Marcelo D. Bettinelli																																																																	Argentina		Neuquén	Los Lagos		PN Nahuel Huapi																																																								2/18/88												Callipepla californica								Animalia	Chordata	Aves	Galliformes		Phasianidae				Callipepla				californica			N/A							
1660908051					16/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006825	006825		Federico Contino																																																																	Argentina		Jujuy	Valle grande		Santa Bárbara El Fuerte																																																								1/1/58												Penelope obscura								Animalia	Chordata	Aves	Galliformes		Cracidae				Penelope				obscura			N/A							
1660908050					19/05/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006860	006860		Miguel I. Christie																																																																	Argentina		Neuquén	Huiliches		Arroyo Llamue, 850m, 4,5km. E. 1,5km al N. Cerro Capaollanoz																																																								3/21/82												Merganetta armata								Animalia	Chordata	Aves	Anseriformes		Anatidae				Merganetta				armata			N/A							
1660908049					24/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006832	006832		J. Paez																																																																	Argentina		Mendoza	Tupungato		Zapata																																																								7/23/82												Eudromia elegans								Animalia	Chordata	Aves	Tinamiformes		Tinamidae				Eudromia				elegans			N/A							
1660908048					12/05/2016								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006875	006875		Marcelo D. Bettinelli																																																																	Argentina		Río Negro	Bariloche		Bariloche																																																								11/16/83												Troglodytes aedon								Animalia	Chordata	Aves	Passeriformes		Troglodytidae				Troglodytes				aedon			N/A							
1660908047					21/04/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006828	006828		Federico Contino																																																																	Argentina		Jujuy	Ledesma		Yuto																																																								1/1/58												Accipiter bicolor								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Accipiter				bicolor			N/A							
1660908046					21/04/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006856	006856		Miguel I. Christie																																																																	Argentina		Río Negro	Bariloche		S.C. Bariloche, Ciudad, 800m																																																								5/5/83												Accipiter bicolor								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Accipiter				bicolor			N/A							
1660908045					17/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006865	006865		Miguel I. Christie																																																																	Argentina		Río Negro	Pilcaniyeu		Puente R. Pichileufú																																																								1/24/88												Falco sparverius								Animalia	Chordata	Aves	Falconiformes		Falconidae				Falco				sparverius			N/A							
1660908044					07/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006937	006937		L. López																																																																	Argentina		Mendoza	Santa Rosa		2 Km S Pichi Ciego																																																								11/14/91												Cyanoliseus patagonus								Animalia	Chordata	Aves	Psittaciformes		Psittacidae				Cyanoliseus				patagonus			N/A							
1660908043					23/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006864	006864		Marcelo D. Bettinelli																																																																	Argentina		Neuquén	Lácar		Pampa de Alicura																																																								3/13/83												Thinocorus rumicivorus								Animalia	Chordata	Aves	Charadriiformes		Thinocoridae				Thinocorus				rumicivorus			N/A							
1660908042					30/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006867	006867		Miguel I. Christie																																																																	Argentina		Neuquén	Los Lagos		Ea. La Primavera																																																								1/31/89												Callipepla californica								Animalia	Chordata	Aves	Galliformes		Phasianidae				Callipepla				californica			N/A							
1660908041					16/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006821	006821		Federico Contino																																																																	Argentina		Jujuy	Valle grande		Santa Bárbara Palma sola																																																								5/19/59												Penelope obscura								Animalia	Chordata	Aves	Galliformes		Cracidae				Penelope				obscura			N/A							
1660908040					07/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006734	006734		N/A N/A																																																																	Argentina		N/A	N/A		N/A																																																								1/27/79												Fulica americana								Animalia	Chordata	Aves	Gruiformes		Rallidae				Fulica				americana			N/A							
1660908039					26/05/2016								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006729	006729		Yolanda Ester Davies																																																																	Argentina		Mendoza	Capital		Capital																																																								7/14/80												Troglodytes aedon								Animalia	Chordata	Aves	Passeriformes		Troglodytidae				Troglodytes				aedon			N/A							
1660908038					16/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006820	006820		Federico Contino																																																																	Argentina		Jujuy	Valle grande		Santa Bárbara arenal																																																								9/16/66												Penelope obscura								Animalia	Chordata	Aves	Galliformes		Cracidae				Penelope				obscura			N/A							
1660908037					07/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006808	006808		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Santa Rosa		10 Km N Pichi Ciego																																																								3/6/80												Cyanoliseus patagonus								Animalia	Chordata	Aves	Psittaciformes		Psittacidae				Cyanoliseus				patagonus			N/A							
1660908036					05/05/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006849	006849		Ricardo Spurr																																																																	Argentina		Río Negro	Pilcaniyeu		Perito Moreno, Lag. Los juncos																																																								11/29/84												Anas sibilatrix								Animalia	Chordata	Aves	Anseriformes		Anatidae				Anas				sibilatrix			N/A							
1660908035					07/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006807	006807		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Santa Rosa		10 Km N Pichi Ciego																																																								3/6/80												Cyanoliseus patagonus								Animalia	Chordata	Aves	Psittaciformes		Psittacidae				Cyanoliseus				patagonus			N/A							
1660908034					09/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006841	006841		Nora R.  Ibarguengoitia																																																																	Argentina		Buenos Aires	N/A		Ruta Nac. N° 5																																																								7/28/87												Fulica rufifrons								Animalia	Chordata	Aves	Gruiformes		Rallidae				Fulica				rufifrons			N/A							
1660908033					13/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006857	006857		Miguel I. Christie																																																																	Argentina		Río Negro	Pilcaniyeu		Estancia Perito Moreno																																																								3/1/85												Phalaropus fulicarius								Animalia	Chordata	Aves	Charadriiformes		Scolopacidae				Phalaropus				fulicarius			N/A							
1660908032					05/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006839	006839		Marcelo D. Bettinelli																																																																	Argentina		Neuquén	Los Lagos		Nahuel Huapi Río Tariful																																																								10/30/89												Nycticorax nycticorax								Animalia	Chordata	Aves	Pelecaniformes		Ardeidae				Nycticorax				nycticorax			N/A							
1660908031					23/04/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006682	006682		N. Nastase																																																																	Argentina		Mendoza	Las Heras		Villavicencio																																																								4/2/83												Buteo polyosoma								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Buteo				polyosoma			N/A							
1660908030					07/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006852	006852		Marcelo D. Bettinelli																																																																	Argentina		Río Negro	Bariloche		9 Km W de Bariloche																																																								8/17/83												Enicognathus ferrugineus								Animalia	Chordata	Aves	Psittaciformes		Psittacidae				Enicognathus				ferrugineus			N/A							
1660908029					23/04/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006740	006740		Federico Contino																																																																	Argentina		Jujuy	Santa Bárbara		Palma sola																																																								8/25/58												Buteo polyosoma								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Buteo				polyosoma			N/A							
1660908028					05/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006830	006830		Federico Contino																																																																	Argentina		Jujuy	Ledesma		Yuto																																																								5/1/57												Nycticorax nycticorax								Animalia	Chordata	Aves	Pelecaniformes		Ardeidae				Nycticorax				nycticorax			N/A							
1660908027					04/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006723	006723		Federico Contino																																																																	Argentina		Jujuy	N/A		N/A																																																								1/1/56												Casmerodius albus								Animalia	Chordata	Aves	Pelecaniformes		Ardeidae				Casmerodius				albus			N/A							
1660908026					08/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006866	006866		Miguel I. Christie																																																																	Argentina		Río Negro	Pilcaniyeu		Las bayas																																																								2/2/87												Oreopholus ruficollis								Animalia	Chordata	Aves	Charadriiformes		Charadriidae				Oreopholus				ruficollis			N/A							
1660908025					09/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006674	006674		Elba Alicia Pescetti																																																																	Argentina		Mendoza	N/A		La Horqueta																																																								12/24/81												Rhea americana								Animalia	Chordata	Aves	Rheiformes		Rheidae				Rhea				americana			N/A							
1660908024					21/04/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006661	006661		Federico Contino																																																																	Argentina		Jujuy	Ledesma		Yuto																																																								4/1/56												Busarellus nigricollis								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Busarellus				nigricollis			N/A							
1660908023					27/04/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006817	006817		Federico Contino																																																																	Argentina		Salta	Orán		Madrejones de Oran, Rio Itau																																																								9/12/55												Heterospizias meridonalis								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Heterospizias				meridonalis			N/A							
1660908022					07/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006851	006851		Marcelo D. Bettinelli																																																																	Argentina		Río Negro	Bariloche		9 Km W de Bariloche																																																								8/17/83												Enicognathus ferrugineus								Animalia	Chordata	Aves	Psittaciformes		Psittacidae				Enicognathus				ferrugineus			N/A							
1660908021					23/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006743	006743		N. N/A																																																																	Argentina		Shetland del Sur	Isla Ardley		N/A																																																								2/1/80												Pygoscelis adeliae								Animalia	Chordata	Aves	Spheniciformes		Spheniscidae				Pygoscelis				adeliae			N/A							
1660908020					19/05/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006668	006668		Andrés Gaspar Giai																																																																	Argentina		Río Negro	Pilcaniyeu		Paso Chacabuco																																																								10/1/72												Chloephaga picta								Animalia	Chordata	Aves	Anseriformes		Anatidae				Chloephaga				picta			N/A							
1660908019					30/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006862	006862		Marcelo D. Bettinelli																																																																	Argentina		Neuquén	Los Lagos		PN Nahuel Huapi																																																								2/18/88												Callipepla californica								Animalia	Chordata	Aves	Galliformes		Phasianidae				Callipepla				californica			N/A							
1660908018					22/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006786	006786		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Santa Rosa		Ñacuñán																																																								3/6/80												Tringa flavipes								Animalia	Chordata	Aves	Charadriiformes		Scolopacidae				Tringa				flavipes			N/A							
1660908017					07/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006805	006805		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Santa Rosa		Ñacuñán																																																								3/6/80												Cyanoliseus patagonus								Animalia	Chordata	Aves	Psittaciformes		Psittacidae				Cyanoliseus				patagonus			N/A							
1660908016					15/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006664	006664		Federico Contino																																																																	Argentina		Salta	Orán		Junta ríos Tarija e Itaú																																																								8/13/55												Vanellus chilensis								Animalia	Chordata	Aves	Charadriiformes		Charadriidae				Vanellus				chilensis			N/A							
1660908015					24/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006925	006925		Miguel I. Christie																																																																	Argentina		Neuquén	Collón Curá		1Km. N Alicura																																																								11/14/94												Eudromia elegans								Animalia	Chordata	Aves	Tinamiformes		Tinamidae				Eudromia				elegans			N/A							
1660908014					30/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006840	006840		Miguel I. Christie																																																																	Argentina		Neuquén	Los Lagos		est. La Primavera, R. Traful																																																								9/1/88												Phalacrocorax olivaceus								Animalia	Chordata	Aves	Suliformes		Phalacrocoracidae				Phalacrocorax				olivaceus			N/A							
1660908013					24/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006673	006673		Elba Alicia Pescetti																																																																	Argentina		Mendoza	Tupungato		Zapata																																																								7/3/81												Eudromia elegans								Animalia	Chordata	Aves	Tinamiformes		Tinamidae				Eudromia				elegans			N/A							
1660908012					07/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006814	006814		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Santa Rosa		Ñacuñán																																																								3/6/80												Cyanoliseus patagonus								Animalia	Chordata	Aves	Psittaciformes		Psittacidae				Cyanoliseus				patagonus			N/A							
1660908011					30/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006636	006636		Julio Rafael Contreras Roqué																																																																	Argentina		Neuquén	Los Lagos		Ea. Tequel Malal Puerto americano																																																								3/31/74												Podiceps major								Animalia	Chordata	Aves	Podicipediformes		Podicipedidae				Podiceps				major			N/A							
1660908010					07/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006813	006813		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Santa Rosa		Ñacuñán																																																								3/7/80												Cyanoliseus patagonus								Animalia	Chordata	Aves	Psittaciformes		Psittacidae				Cyanoliseus				patagonus			N/A							
1660908009					17/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006858	006858		Miguel I. Christie																																																																	Argentina		Neuquén	Collón Curá		4 Km S C° Piñón																																																								1/24/88												Falco sparverius								Animalia	Chordata	Aves	Falconiformes		Falconidae				Falco				sparverius			N/A							
1660908008					23/04/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006829	006829		Federico Contino																																																																	Argentina		Jujuy	Ledesma		Yuto																																																								8/13/62												Buteo magnirostris								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Buteo				magnirostris			N/A							
1660908007					23/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006742	006742		N/A N/A																																																																	Argentina		Antartida	Shetland del Sur		N/A																																																								2/1/80												Pygoscelis papua								Animalia	Chordata	Aves	Spheniciformes		Spheniscidae				Pygoscelis				papua			N/A							
1660908006					16/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006679	006679		Federico Contino																																																																	Argentina		Jujuy	Valle grande		Santa Bárbara																																																								9/16/66												Penelope obscura								Animalia	Chordata	Aves	Galliformes		Cracidae				Penelope				obscura			N/A							
1660908005					23/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006662	006662		N. N/A																																																																	Argentina		Jujuy	Santa Bárbara		Palma Sola																																																								8/3/60												Theristicus caudatus								Animalia	Chordata	Aves	Pelecaniformes		Threskiornithidae				Theristicus				caudatus			N/A							
1660908004					17/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006859	006859		Miguel I. Christie																																																																	Argentina		Río Negro	Bariloche		Ruta Llao-llao																																																								1/1/88												Falco sparverius								Animalia	Chordata	Aves	Falconiformes		Falconidae				Falco				sparverius			N/A							
1660908003					23/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006649	006649		Federico Contino																																																																	Argentina		Jujuy	Santa Bárbara		Palma Sola																																																								9/3/60												Theristicus caudatus								Animalia	Chordata	Aves	Pelecaniformes		Threskiornithidae				Theristicus				caudatus			N/A							
1660908002					26/05/2016								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006362	006362		Ana Fernández																																																																	Argentina		Mendoza	Santa Rosa		Ñacuñán																																																								2/28/79												Troglodytes aedon								Animalia	Chordata	Aves	Passeriformes		Troglodytidae				Troglodytes				aedon			N/A							
1660908001					30/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006868	006868		Miguel I. Christie																																																																	Argentina		Río Negro	Pilcaniyeu		Puente de Pilcaniyen																																																								7/21/91												Callipepla californica								Animalia	Chordata	Aves	Galliformes		Phasianidae				Callipepla				californica			N/A							
1660908000					16/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006823	006823		Federico Contino																																																																	Argentina		Salta	Orán		Orán																																																								6/5/64												Penelope obscura								Animalia	Chordata	Aves	Galliformes		Cracidae				Penelope				obscura			N/A							
1660907999					27/04/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006676	006676		Federico Contino																																																																	Argentina		Jujuy	Ledesma		Yuto																																																								3/20/61												Heterospizias meridonalis								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Heterospizias				meridonalis			N/A							
1660907998					26/05/2016								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006545	006545		Andres Oscar Contreras																																																																	Argentina		Mendoza	Las Heras		Las Heras																																																								1/27/80												Troglodytes aedon								Animalia	Chordata	Aves	Passeriformes		Troglodytidae				Troglodytes				aedon			N/A							
1660907997					23/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006677	006677		Federico Contino																																																																	Argentina		Jujuy	Ledesma		Yuto																																																								1/1/61												Polyborus plancus								Animalia	Chordata	Aves	Falconiformes		Falconidae				Polyborus				plancus			N/A							
1660907996					26/05/2016								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006799	006799		Yolanda Ester Davies																																																																	Argentina		Mendoza	Tupungato		Tupungato																																																								8/21/80												Troglodytes aedon								Animalia	Chordata	Aves	Passeriformes		Troglodytidae				Troglodytes				aedon			N/A							
1660907995					16/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006824	006824		Federico Contino																																																																	Argentina		Jujuy	Valle grande		Santa Bárbara Palma sola																																																								8/25/58												Penelope obscura								Animalia	Chordata	Aves	Galliformes		Cracidae				Penelope				obscura			N/A							
1660907994					29/10/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006947	006947		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Las Heras		El centinela, Sa. De Uspallata																																																								2/15/75												Geositta rufipennis								Animalia	Chordata	Aves	Passeriformes		Furnaridae				Geositta				rufipennis	subspecies		fasciata							
1660907993					24/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006670	006670		Elba Alicia Pescetti																																																																	Argentina		Mendoza	Tupungato		Zapata																																																								7/23/82												Eudromia elegans								Animalia	Chordata	Aves	Tinamiformes		Tinamidae				Eudromia				elegans			N/A							
1660907992					24/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006838	006838		Marcelo D. Bettinelli																																																																	Argentina		Río Negro	Pilcaniyeu		C° Sur de Comallo, Campo Inta																																																								6/16/84												Eudromia elegans								Animalia	Chordata	Aves	Tinamiformes		Tinamidae				Eudromia				elegans			N/A							
1660907991					16/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006818	006818		Federico Contino																																																																	Argentina		Jujuy	Valle grande		Santa Bárbara El Fuerte																																																								11/20/63												Penelope obscura								Animalia	Chordata	Aves	Galliformes		Cracidae				Penelope				obscura			N/A							
1660907990					12/05/2016								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006358	006358		Ana  Fernández																																																																	Argentina		Mendoza	Santa Rosa		Ñacuñán																																																								2/28/79												Troglodytes aedon								Animalia	Chordata	Aves	Passeriformes		Troglodytidae				Troglodytes				aedon			N/A							
1660907989					24/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006687	006687		Elba Alicia Pescetti																																																																	Argentina		Mendoza	Santa Rosa		Ñacuñán																																																								3/20/91												Eudromia elegans								Animalia	Chordata	Aves	Tinamiformes		Tinamidae				Eudromia				elegans			N/A							
1660907988					16/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006681	006681		Federico Contino																																																																	Argentina		Jujuy	Valle grande		Santa Bárbara Palma sola																																																								11/8/63												Penelope obscura								Animalia	Chordata	Aves	Galliformes		Cracidae				Penelope				obscura			N/A							
1660907987					07/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006812	006812		Julio Rafael Contreras Roqué																																																																	Argentina		Mendoza	Santa Rosa		Ñacuñán																																																								3/7/80												Cyanoliseus patagonus								Animalia	Chordata	Aves	Psittaciformes		Psittacidae				Cyanoliseus				patagonus			N/A							
1660907986					26/05/2016								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006485	006485		Julio Rafael Contreras Roqué																																																																	Argentina		San Luis	Pringles		Pringles																																																								9/6/79												Troglodytes aedon								Animalia	Chordata	Aves	Passeriformes		Troglodytidae				Troglodytes				aedon			N/A							
1660907985					27/04/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006656	006656		Federico Contino																																																																	Argentina		Jujuy	Ledesma		Yuto																																																								1/1/57												Rosthramus sociabilis								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Rosthramus				sociabilis			N/A							
1660907984					04/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006831	006831		Federico Contino																																																																	Argentina		Salta	N/A		Lomas de Olmedo																																																								9/8/65												Chauna torquata								Animalia	Chordata	Aves	Anseriformes		Anhimidae				Chauna				torquata			N/A							
1660907983					05/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006643	006643		Federico Contino																																																																	Argentina		Jujuy	Santa Bárbara		Santa Bárbara																																																								1/8/61												Sarcorramphus papa								Animalia	Chordata	Aves	Cathartiformes		Cathartidae				Sarcorramphus				papa			N/A							
1660907982					25/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006449	006449		Yolanda Ester Davies																																																																	Argentina		Mendoza	Santa Rosa		Ñacuñán																																																								8/23/79												Spiziapteryx circumcinctus								Animalia	Chordata	Aves	Falconiformes		Falconidae				Spiziapteryx				circumcinctus			N/A							
1660907981					24/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006607	006607		Elba Alicia Pescetti																																																																	Argentina		Mendoza	Tupungato		Zapata																																																								7/25/81												Nothura darwini								Animalia	Chordata	Aves	Tinamiformes		Tinamidae				Nothura				darwini			N/A							
1660907980					24/07/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006672	006672		Elba Alicia Pescetti																																																																	Argentina		Mendoza	Tupungato		Zapata																																																								7/1/81												Eudromia elegans								Animalia	Chordata	Aves	Tinamiformes		Tinamidae				Eudromia				elegans			N/A							
1660907979					12/05/2016								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006238	006238		Ana Fernández																																																																	Argentina		Mendoza	Guaymallén		La Primavera																																																								3/1/79												Troglodytes aedon								Animalia	Chordata	Aves	Passeriformes		Troglodytidae				Troglodytes				aedon			N/A							
1660907978					16/06/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006822	006822		Federico Contino																																																																	Argentina		Jujuy	Valle grande		Santa Bárbara El Fuerte																																																								9/12/64												Penelope obscura								Animalia	Chordata	Aves	Galliformes		Cracidae				Penelope				obscura			N/A							
1660907977					24/04/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006646	006646		Gunnar Höy																																																																	Argentina		Salta	Campo Militar		N/A																																																								3/1/55												Geranoaetus melanoleucus								Animalia	Chordata	Aves	Accipitriformes		Accipitridae				Geranoaetus				melanoleucus			N/A							
1660907976					29/05/2015								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006610	006610		Andrés Gaspar Giai																																																																	Argentina		Río Negro	Pilcaniyeu		Paso Chacabuco																																																								10/1/72												Chloephaga picta								Animalia	Chordata	Aves	Anseriformes		Anatidae				Chloephaga				picta			N/A							
1660907975					26/05/2016								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006533	006533		Ana Fernández																																																																	Argentina		Mendoza	Guaymallén		La Primavera																																																								12/25/79												Troglodytes aedon								Animalia	Chordata	Aves	Passeriformes		Troglodytidae				Troglodytes				aedon			N/A							
1660907974					26/05/2016								IADIZA	COI			PreservedSpecimen				IADIZA:COI:006166	006166		Andres Oscar Contreras																																																																	Argentina		Salta	Molinos		Molinos																																																								1/24/79												Troglodytes aedon								Animalia	Chordata	Aves	Passeriformes		Troglodytidae				Troglodytes				aedon			N/A							
